rules_file,trace_file,rules_loaded,rules_file_lines,packets_tested,matched_packets,selected_bits,bucket_count,average_bucket_size,max_bucket_size,fallback_rules,replicated_entries,estimated_memory_bytes,load_seconds,build_seconds,lookup_total_seconds,lookup_avg_ns,lookup_median_ns,lookup_p95_ns,lookup_p99_ns,throughput_mpps
C:\workingset\projects\Final-Network\data\classbench\acl1_100000.txt,C:\workingset\projects\Final-Network\data\classbench\acl1_100000.txt_trace,99330,99330,100000,100000,"[0, 1, 2, 4, 3, 10, 12, 11, 14, 13, 20, 16]",4096,169.30078125,189,0,693456,21544344,0.9251416000042809,1.5530858999991324,1.294114800009993,9780.501,7500.0,22700,35100,0.0772728972725046
